story,chunk,lang,sentences,chunk_sent_num,chunk_prop_num,sent_num,prop_num
3,2,fre,"répondit le moine, je vous donnerai la clé du mystère : si même vous ne le pénétrez pas, croyez à ce que je vous dis.",27,0.6585365853658537,50,0.31645569620253167
3,2,fre,"Se considérer comme un être isolé est une illusion, et celui qui dirige toutes ses pensées pour accomplir la volonté de cet être isolé, suit une voie fausse qui le conduira dans l'abîme du péché.",28,0.6829268292682927,51,0.3227848101265823
3,2,fre,"Si nous nous considérons comme des êtres isolés, c'est parce que le voile de Maya aveugle nos yeux et nous empêche de voir les liens indissolubles avec nos proches, et nous empêche de trouver notre communion avec les âmes des autres êtres.",29,0.7073170731707317,52,0.3291139240506329
3,2,fre,Peu d'hommes connaissent cette vérité.,30,0.7317073170731707,53,0.33544303797468356
3,2,fre,"Que les paroles suivantes soient votre talisman: «Celui qui nuit aux autres, fait du mal à soi-mème.",31,0.7560975609756098,54,0.34177215189873417
3,2,fre,"«Celui qui aide aux autres, fait du bien à soi-même.",32,0.7804878048780488,55,0.34810126582278483
3,2,fre,«Cessez de vous considérer comme un être isolé et vous marcherez dans la voie de la vérité.,33,0.8048780487804879,56,0.35443037974683544
3,2,fre,"» Pour celui dont la vue est obscurcie par le voile de Maya, le monde semble divisé en individualités innombrables.",34,0.8292682926829268,57,0.36075949367088606
3,2,fre,Et un pareil homme ne peut pas comprendre la portée de l'amour universel pour tout être vivant.,35,0.8536585365853658,58,0.3670886075949367
3,2,fre,Pandou répondit: — Vos paroles ont une profonde signification et je m’en souviendrai.,36,0.8780487804878049,59,0.37341772151898733
3,2,fre,"J’ai fait un petit bien, qui ne m'a rien coûté, à un pauvre moine pendant mon voyage à Bénarès, et voici quelles conséquences heureuses j'en retire.",37,0.9024390243902439,60,0.379746835443038
3,2,fre,"Je vous dois beaucoup, car, sans vous, non seulement j'aurais perdu ma bourse, mais encore il m'aurait été impossible de négocier, à Bénarès, les affaires qui ont notablement accru ma fortune.",38,0.926829268292683,61,0.3860759493670886
3,2,fre,"De plus, grâce à vous, la charrette de riz est arrivée à temps pour sauver mon ami Malmek.",39,0.9512195121951219,62,0.3924050632911392
3,2,fre,"Si tous les hommes pénétraient la vérité de vos préceptes, combien notre monde deviendrait meilleur, combien le mal y aurait diminué et le bonheur universel augmenté!",40,0.975609756097561,63,0.3987341772151899
3,2,fre,"Je voudrais que la vérité de Bouddha soit comprise de tous ; c’est pourquoi je veux fonder un couvent dans mon pays, Kolshambi, et je vous prie de m’aider à fonder une retraite pour les frères, disciples de Bouddha.",41,1,64,0.4050632911392405
3,3,fre,Des années se sont passées.,1,0.02564102564102564,65,0.41139240506329117
3,3,fre,Le couvent de Kolshambi fondé par Pandou est devenu le lieu de réunion des sages et le centre célèbre de 1a science.,2,0.05128205128205128,66,0.4177215189873418
3,3,fre,"Un jour, le roi d’un pays voisin, ayant entendu parler de la perfection des joyaux fabriqués par Pandou, lui envoya son trésorier pour lui commander une couronne d'or massif enrichie des pierres les plus précieuses de l'Inde.",3,0.07692307692307693,67,0.4240506329113924
3,3,fre,"Lorsque Pandou eut achevé ce travail, il se rendit dans la capitale de ce roi et, dans l'espoir d'y traiter de nouvelles affaires, il se munit d'une grande quantité d'or.",4,0.10256410256410256,68,0.43037974683544306
3,3,fre,La caravane qui portait ces richesses était accompagnée d’hommes armés.,5,0.1282051282051282,69,0.43670886075949367
3,3,fre,"Cependant, lorsqu’elle fut arrivée dans une région montagneuse, une bande de brigands, ayant à sa tête Madagouta, devenu son chef, l'attaqua, massacra l'escorte et s'empara des trésors.",6,0.15384615384615385,70,0.4430379746835443
3,3,fre,Pandou lui-même n'échappa qu'à grand’peine.,7,0.1794871794871795,71,0.44936708860759494
3,3,fre,Cette perte fit une énorme brèche dans 1a fortune du joaillier.,8,0.20512820512820512,72,0.45569620253164556
3,3,fre,"Il en fut très affecté, mais il supporta son malheur avec résignation.",9,0.23076923076923078,73,0.4620253164556962
3,3,fre,"« J‘ai mérité cette épreuve, pensait-il, par les péchés de ma vie passée.",10,0.2564102564102564,74,0.46835443037974683
3,3,fre,"Dans ma jeunesse j'étais dur pour les gens, et je ne dois pas me plaindre de récolter aujourd’hui le fruit de mes mauvaises actions.",11,0.28205128205128205,75,0.47468354430379744
3,3,fre,"» Comme il était devenu beaucoup plus bienveillant pour tous les êtres, ses malheurs ne firent que purifier son cœur.",12,0.3076923076923077,76,0.4810126582278481
3,3,fre,"De nouvelles années s’écoulèrent et il arriva que Pantaka, un jeune moine disciple de Narada, qui voyageait dans les montagnes de Kolshambi, tomba entre les mains des brigands.",13,0.3333333333333333,77,0.4873417721518987
3,3,fre,"Comme il ne possédait rien, le chef des brigands le relâcha après l'avoir fait battre.",14,0.358974358974359,78,0.4936708860759494
3,3,fre,"Le lendemain matin, Pantaka en traversant la forêt entendit le bruit d'une lutte.",15,0.38461538461538464,79,0.5
3,3,fre,Il se dirigea vers les combattants et vit un grand nombre de brigands attaquant avec rage leur chef Madagouta.,16,0.41025641025641024,80,0.5063291139240507
3,3,fre,"Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs.",17,0.4358974358974359,81,0.5126582278481012
3,3,fre,Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures.,18,0.46153846153846156,82,0.5189873417721519
3,3,fre,"Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide.",19,0.48717948717948717,83,0.5253164556962026
3,3,fre,Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie.,20,0.5128205128205128,84,0.5316455696202531
3,3,fre,"Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant.",21,0.5384615384615384,85,0.5379746835443038
3,3,fre,Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée?,22,0.5641025641025641,86,0.5443037974683544
3,3,fre,"Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka.",23,0.5897435897435898,87,0.5506329113924051
3,3,fre,"Pensez plutôt à votre dernière heure, au salut de votre âme.",24,0.6153846153846154,88,0.5569620253164557
3,3,fre,Buvez cette eau et laissez-moi panser vos blessures.,25,0.6410256410256411,89,0.5632911392405063
3,3,fre,"Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort.",26,0.6666666666666666,90,0.569620253164557
3,3,fre,Ah!,27,0.6923076923076923,91,0.5759493670886076
3,3,fre,les lâches!,28,0.717948717948718,92,0.5822784810126582
3,3,fre,Ah!,29,0.7435897435897436,93,0.5886075949367089
3,3,fre,les ingrats!,30,0.7692307692307693,94,0.5949367088607594
3,3,fre,"Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu.",31,0.7948717948717948,95,0.6012658227848101
3,3,fre,"Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions!",32,0.8205128205128205,96,0.6075949367088608
3,3,fre,"Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur vos désirs de vengeance; étouffez vos mauvaises passions et emplissez votre âme d'amour pour tous les êtres.",33,0.8461538461538461,97,0.6139240506329114
3,3,fre,J'ai fait beaucoup de mal et aucun bien.,34,0.8717948717948718,98,0.620253164556962
3,3,fre,Comment puis-je échapper à ce filet de douleur que j'ai tissé moi-même de mes mauvais instincts ?,35,0.8974358974358975,99,0.6265822784810127
3,3,fre,"Ma Karma me conduira a l'enfer, car je ne pourrai jamais trouver la voie du salut. — Oui, c'est vrai, dit le moine.",36,0.9230769230769231,100,0.6329113924050633
3,3,fre,Votre Karma recueillera dans vos incarnations futures le fruit de la semence que vous avez semée.,37,0.9487179487179487,101,0.6392405063291139
3,3,fre,Celui qui a commis de mauvaises actions ne peut pas en éviter les conséquences.,38,0.9743589743589743,102,0.6455696202531646
3,3,fre,Mais ne vous désespérez pas: tout homme peut être sauvé à condition toutefois qu'il fasse le sacrifice de son individualité.,39,1,103,0.6518987341772152
3,4,fre,"Comme exemple, je vous raconterai l'histoire d'un célèbre brigand, Kandata, qui est mort dans l'impénitence et qui renaquit démon dans l'enfer où il a subi les plus horribles souffrances.",1,0.03571428571428571,104,0.6582278481012658
3,4,fre,"Il y était déjà depuis de longues années, ne pouvant pas échapper a son malheureux sort, lorsque Bouddha apparut sur la terre.",2,0.07142857142857142,105,0.6645569620253164
3,4,fre,"A cette époque mémorable un rayon de lumière pénétra jusqu’à l'enfer et alluma l'espérance chez tous les démons: « O bienheureux Bouddha, aie pitié de moi!",3,0.10714285714285714,106,0.6708860759493671
3,4,fre,s'écria le brigand Kandata.,4,0.14285714285714285,107,0.6772151898734177
3,4,fre,"Je souffre horriblement et quoique j'aie fait le mal, je voudrais marcher maintenant dans la voie de la justice.",5,0.17857142857142858,108,0.6835443037974683
3,4,fre,Mais je ne puis pas me délivrer du filet de douleur qui me presse.,6,0.21428571428571427,109,0.689873417721519
3,4,fre,"Aide-moi, Seigneur, aie pitié de moi!",7,0.25,110,0.6962025316455697
3,4,fre,» La loi de Karma exige que les mauvaises actions conduisent à la perte.,8,0.2857142857142857,111,0.7025316455696202
3,4,fre,"Lorsque Bouddha entendit la prière du démon souffrant dans l'enfer, il lui envoya une araignée sur son fil, et l'araignée lui dit: « Accroche-toi à mon fil et sors de l'enfer.",9,0.32142857142857145,112,0.7088607594936709
3,4,fre,"» Lorsque l'araignée eut disparu, Kandata saisit le fil et se mit à grimper.",10,0.35714285714285715,113,0.7151898734177216
3,4,fre,Le fil était si solide qu'il ne se rompit pas et que le démon put monter de plus en plus haut.,11,0.39285714285714285,114,0.7215189873417721
3,4,fre,Tout à coup il sentit que le fil commençait à trembler et à se balancer.,12,0.42857142857142855,115,0.7278481012658228
3,4,fre,C'était parce que d'autres malheureux grimpaient derrière lui.,13,0.4642857142857143,116,0.7341772151898734
3,4,fre,Kandata eut peur.,14,0.5,117,0.740506329113924
3,4,fre,Il voyait combien le fil était mince et il s‘apercevait qu'il mincissait encore par le poids croissant qu'il apportait.,15,0.5357142857142857,118,0.7468354430379747
3,4,fre,"Toutefois, il ne rompait pas.",16,0.5714285714285714,119,0.7531645569620253
3,4,fre,"Jusqu‘ici, Kandata n'avait regardé qu’au-dessus de lui.",17,0.6071428571428571,120,0.759493670886076
3,4,fre,"Alors, il regarda au-dessous et vit qu'une foule innombrable d'habitants de l'enter le suivaient dans son ascension.",18,0.6428571428571429,121,0.7658227848101266
3,4,fre,« Comment un fil aussi léger peut-il supporter le poids de tous ces gens?,19,0.6785714285714286,122,0.7721518987341772
3,4,fre,"» pensa-t-il, et, effrayé, il cria : « Lâchez mon fil, il est à moi!",20,0.7142857142857143,123,0.7784810126582279
3,4,fre,"» Et, du coup, le fil se rompit et Kandata retomba dans l'enfer.",21,0.75,124,0.7848101265822784
3,4,fre,Le sentiment erroné de l'individualité éait encore vivant chez Kandata.,22,0.7857142857142857,125,0.7911392405063291
3,4,fre,Il ne savait pas quelle force merveilleuse a la tendance sincère vers le haut pour gravir la voie de la justice.,23,0.8214285714285714,126,0.7974683544303798
3,4,fre,"Cette tendance est aussi légère qu'un fil d'araignée, mais elle soulève des millions d'hommes et plus il y en aura, plus léger se sentira chacun d'eux.",24,0.8571428571428571,127,0.8037974683544303
3,4,fre,"Mais aussitôt que dans un cœur d'homme naît la pensée que ce fil est à lui , que le bienfait de la justice lui appartient a lui seul et que personne ne doit le partager avec lui, le fil se rompt et l'homme retombe dans son ancienne situation d'individualité isolée.",25,0.8928571428571429,128,0.810126582278481
3,4,fre,Or l'isolement est une malédiction et l'union une bénédiction.,26,0.9285714285714286,129,0.8164556962025317
3,4,fre,Qu’est l'enfer?,27,0.9642857142857143,130,0.8227848101265823
3,4,fre,"Ce n'est autre chose que l'amour de soi, tandis que Nirvana est la vie commune... — Faites-moi done saisir le fil d'araignée, dit Madagouta mourant, lorsque le moine eut fini son récit.",28,1,131,0.8291139240506329
3,5,fre,"Madagouta garda quelques instants le silence, comme pour rassembler ses pensées, puis il continua: — Ecoutez-moi bien, je veux tout vous avouer.",1,0.037037037037037035,132,0.8354430379746836
3,5,fre,"J'étais l'esclave de Pandou, joaillier de Kolshambi.",2,0.07407407407407407,133,0.8417721518987342
3,5,fre,"Mais, après qu'il m’eut torturé injustement, je me suis enfui, et suis devenu chef de brigands.",3,0.1111111111111111,134,0.8481012658227848
3,5,fre,"Il y a quelque temps, j'ai appris par mes éclaireurs qu'il devait traverser les montagnes.",4,0.14814814814814814,135,0.8544303797468354
3,5,fre,Je l'ai surpris et je lui ai enlevé la plus grande partie de sa fortune.,5,0.18518518518518517,136,0.8607594936708861
3,5,fre,Allez done lui dire que je lui pardonne de tout mon cœur le mal qu'il m'a fait injustement et que je le prie de me pardonner de l'avoir dépouillé.,6,0.2222222222222222,137,0.8670886075949367
3,5,fre,"Lorsque j'étais a son service, son cœur était dur comme une pierre, et c'est de lui que j'ai appris à ne penser qu’a soi.",7,0.25925925925925924,138,0.8734177215189873
3,5,fre,J'ai entendu dire qu'il est devenu meilleur et qu’on le cite comme un modèle de bonté et de justice.,8,0.2962962962962963,139,0.879746835443038
3,5,fre,"Je ne veux pas rester son débiteur, aussi je vous prie de lui dire que j'ai conservé cachés dans un souterrain la couronne d'or qu'il a faite pour le roi ainsi que tout son trésor.",9,0.3333333333333333,140,0.8860759493670886
3,5,fre,Seuls deux brigands connaissaient ce souterrain et tous deux sont morts aujourd'hui.,10,0.37037037037037035,141,0.8924050632911392
3,5,fre,"Que Pandou, accompagné de gens armés, vienne reprendre les biens dont je l'ai dépouillé.",11,0.4074074074074074,142,0.8987341772151899
3,5,fre,"Et Madagouta mourut dans les bras de Pantaka, après lui avoir indiqué ou se trouvait le souterrain.",12,0.4444444444444444,143,0.9050632911392406
3,5,fre,"Le jeune moine se rendit aussitôt à Kolshambi, alla trouver le joaillier et lui raconta ce qui s'était passé dans la forêt.",13,0.48148148148148145,144,0.9113924050632911
3,5,fre,Pandou trouva le souterrain et y prit toutes ses richesses que le chef des brigands y avait cachées.,14,0.5185185185185185,145,0.9177215189873418
3,5,fre,"On enterra Madagouta et les brigands tués, et Pantaka, commentant sur leur tombe les paroles de Bouddha, dit: « L'individualité fait le mal et c'est l'individualité qui le souffre.",15,0.5555555555555556,146,0.9240506329113924
3,5,fre,» L'individualité évite le mal et l'individualité se purifie.,16,0.5925925925925926,147,0.930379746835443
3,5,fre,» La pureté et l'impureté appartiennent à l'individualité.,17,0.6296296296296297,148,0.9367088607594937
3,5,fre,Nul ne peut purifier autrui.,18,0.6666666666666666,149,0.9430379746835443
3,5,fre,» L’homme doit lui-même faire l'effort ; les Bouddhas ne sont que des éducateurs.»,19,0.7037037037037037,150,0.9493670886075949
3,5,fre,"Pandou rapporta à Kolshambi toutes ses richesses et en jouissant avec modération de la fortune reconquise, il passa le reste de sa vie dans le calme et le bonheur, et lorsque, dans un âge avancé, il fut sur le point de mourir, il réunit autour de lui tous ses enfants et petits-enfants, et leur dit: — Mes chers enfants, n'accusez pas les autres de vos insuccès.",20,0.7407407407407407,151,0.9556962025316456
3,5,fre,"Cherchez la cause de vos malheurs en vous-mêmes, et si vous n’êtes pas aveuglés par la vanité, vous las trouverez et vous apprendrez ainsi à éviter le mal.",21,0.7777777777777778,152,0.9620253164556962
3,5,fre,Le remède à vos malheurs est en vous-mêmes.,22,0.8148148148148148,153,0.9683544303797469
3,5,fre,Que le regard de votre conscience ne soit jamais obscurci par le voile de Maya.,23,0.8518518518518519,154,0.9746835443037974
3,5,fre,"Rappelez-vous les paroles qui furent le talisman de ma vie: « Celui qui fait souffrir son prochain, fait du mal à soi-même.",24,0.8888888888888888,155,0.9810126582278481
3,5,fre,"» Celui qui aide autrui, vient en aide à soi-même.",25,0.9259259259259259,156,0.9873417721518988
3,5,fre,» Que l'erreur de l'individualité disparaisse et vous marcherez dans la voie de la justice.,26,0.9629629629629629,157,0.9936708860759493
3,5,fre,»,27,1,158,1
4,1,eng,"Pandou, a rich jeweller of the Brahmanistic caste, accompanied by his domestic, set out on a journey to Benares.",1,0.037037037037037035,1,0.005813953488372093
4,1,eng,"On the way he met a monk of venerable aspect, going on foot in the same direction, and invited him to take a seat in his vehicle.",2,0.07407407407407407,2,0.011627906976744186
4,1,eng,"""I thank you for your goodness,"" said the monk, ""for I am indeed very much fatigued.",3,0.1111111111111111,3,0.01744186046511628
4,1,eng,"However, as I possess nothing and can pay you nothing in return, I will offer you, in case you should need them, some spiritual treasures which I have acquired in following the precepts of Sakya-Muni, the Blessed Buddha, Grand Master of Humanity!""",4,0.14814814814814814,4,0.023255813953488372
4,1,eng,"They therefore journeyed together, and Pandou listened with pleasure to the wise words of Narada the Monk.",5,0.18518518518518517,5,0.029069767441860465
4,1,eng,"An hour thus went by, and, arrived at a point where the road was overflowed with water, they perceived a wagon belonging to a peasant, which a broken wheel had caused to turn on its side, thus completely obstructing the passage-way.",6,0.2222222222222222,6,0.03488372093023256
4,1,eng,"Devala, the proprietor of the charrette was en route to Benares to sell a load of rice, and he had hurried on in order to arrive there before day-dawn.",7,0.25925925925925924,7,0.040697674418604654
4,1,eng,Should he be retarded a day the buyers would have made their purchases and have departed.,8,0.2962962962962963,8,0.046511627906976744
4,1,eng,"The jeweller, seeing that he could not continue his voyage if the obstacle was not removed, became angry and ordered his slave Madagouta to remove the wagon.",9,0.3333333333333333,9,0.05232558139534884
4,1,eng,The peasant resisted because it was so near the ditch that he feared the attempt would cause it to topple over.,10,0.37037037037037035,10,0.05813953488372093
4,1,eng,"But the Brahmin would not listen, and ordered Madagouta to execute his commands.",11,0.4074074074074074,11,0.06395348837209303
4,1,eng,"The slave, who was possessed of Herculean strength, and besides found pleasure in molesting the weak, threw the wagon into the ditch before the monk had time to interfere.",12,0.4444444444444444,12,0.06976744186046512
4,1,eng,"When Pandou had passed the point, and was about to continue his journey, the monk quietly left the vehicle and said: ""Excuse me, sir, for leaving you; I thank you for having been so good as to permit me to travel in your company during the last hour.",13,0.48148148148148145,13,0.0755813953488372
4,1,eng,"I was greatly fatigued, but at present, thanks to your courtesy, I am rested.",14,0.5185185185185185,14,0.08139534883720931
4,1,eng,"Besides, having recognized in this peasant the incarnation of one of your ancestors, I cannot better recompense you for your kindness than by succoring him in his misfortune.""",15,0.5555555555555556,15,0.0872093023255814
4,1,eng,The Brahmin looked with astonishment at the monk.,16,0.5925925925925926,16,0.09302325581395349
4,1,eng,"""You say that this peasant is the incarnation of one of my ancestors?",17,0.6296296296296297,17,0.09883720930232558
4,1,eng,"It is impossible!""",18,0.6666666666666666,18,0.10465116279069768
4,1,eng,"""You do not know,"" said the monk, ""the many ties which unite us to the destiny of this peasant.",19,0.7037037037037037,19,0.11046511627906977
4,1,eng,"One cannot expect, it is true, a blind man to see; therefore, I pity you only because in inflicting these wounds you harm yourself, and I will try to prevent you from so doing.""",20,0.7407407407407407,20,0.11627906976744186
4,1,eng,"Notwithstanding the great kindness with which the monk spoke, the rich merchant felt the reproach, and because he was not accustomed to be addressed in this manner, he ordered the driver to continue his journey without further parley.",21,0.7777777777777778,21,0.12209302325581395
4,1,eng,"The monk approached Devala, saluted him, and commenced to aid him to repair the wagon and gather up the rice.",22,0.8148148148148148,22,0.12790697674418605
4,1,eng,"The work advanced so rapidly that Devala could not help thinking thus: ""This monk must be a saint; I should say that invisible spirits are aiding in this.",23,0.8518518518518519,23,0.13372093023255813
4,1,eng,"What if I should ask him why the proud Brahmin treated me in such a rude manner?""",24,0.8888888888888888,24,0.13953488372093023
4,1,eng,"""My good sir,"" said he, ""can you tell me why I have been submitted to such an injustice on the part of a man to whom I have never done any wrong?""",25,0.9259259259259259,25,0.14534883720930233
4,1,eng,"""Dear friend,"" replied the monk, ""you have not submitted to any injustice ; this is but a return to you, in your present existence of that which you did to this Brahmin in your past life.",26,0.9629629629629629,26,0.1511627906976744
4,1,eng,"And I do not deceive myself in saying that to-day you would do to the Brahmin that which he has done to you, if you were in his place, and if you had a slave as strong as his.""",27,1,27,0.1569767441860465
4,2,eng,"The rice was soon collected and placed in the wagon, and the monk and the peasant went on their way to Benares.",1,0.022727272727272728,28,0.16279069767441862
4,2,eng,They were not far from the city when the horse shied.,2,0.045454545454545456,29,0.1686046511627907
4,2,eng,"""A serpent!",3,0.06818181818181818,30,0.1744186046511628
4,2,eng,"a serpent!""",4,0.09090909090909091,31,0.18023255813953487
4,2,eng,cried out the peasant.,5,0.11363636363636363,32,0.18604651162790697
4,2,eng,"The monk looked attentively at the object which had frightened the horse, left the wagon and picked up a purse filled with gold.",6,0.13636363636363635,33,0.19186046511627908
4,2,eng,"""This purse can only have been lost by the rich jeweller,"" thought he, and he gave it to the peasant, saying: ""Take this purse, and when you have come to Benares, go to the hotel which I will show you, and give him his money.",7,0.1590909090909091,34,0.19767441860465115
4,2,eng,"Pandou will beg you to excuse the rude action which he committed against you, and you will say to him that you have pardoned him, and that you wish him success in all his enterprises; for, believe me, the greater his success, the better it will be for you.",8,0.18181818181818182,35,0.20348837209302326
4,2,eng,"Your destiny depends in many ways upon his.""",9,0.20454545454545456,36,0.20930232558139536
4,2,eng,"Meanwhile Pandou arrived at Benares and met the rich banker, Malmek, with whom he had business relations.",10,0.22727272727272727,37,0.21511627906976744
4,2,eng,"""I am lost,"" said Malmek to him, ""if I cannot purchase a wagon-load of the best rice for the royal cuisine.",11,0.25,38,0.22093023255813954
4,2,eng,"There is at Benares a banker, my implacable enemy, who, having learned that I had made a contract to deliver this morning to the royal major-domo a wagon-load of rice, purchased all there was of the article in the market.",12,0.2727272727272727,39,0.22674418604651161
4,2,eng,"The major-domo will not free me from my engagement, and I am lost if Krichna does not send me an angel from heaven to my aid.""",13,0.29545454545454547,40,0.23255813953488372
4,2,eng,"Whilst Malmek was recounting his mis fortune, Pandou perceived that he had lost his purse.",14,0.3181818181818182,41,0.23837209302325582
4,2,eng,"After having searched the vehicle in vain in quest of it, he decided that his slave Madagouta had taken it.",15,0.3409090909090909,42,0.2441860465116279
4,2,eng,He called the police and charged the slave with the theft.,16,0.36363636363636365,43,0.25
4,2,eng,"Thereupon Madagouta was seized, bound, and tortured, in order to extract from him a confession.",17,0.38636363636363635,44,0.2558139534883721
4,2,eng,"""I am not guilty, let me go,"" cried the poor slave.",18,0.4090909090909091,45,0.2616279069767442
4,2,eng,"""I cannot support such torture!",19,0.4318181818181818,46,0.26744186046511625
4,2,eng,"I am innocent, and suffer for the crime of others.",20,0.45454545454545453,47,0.27325581395348836
4,2,eng,Oh!,21,0.4772727272727273,48,0.27906976744186046
4,2,eng,if I could obtain the pardon of the peasant upon whom I inflicted so much trouble in order to please my master!,22,0.5,49,0.28488372093023256
4,2,eng,"This is indeed the just punishment of my cruelty.""",23,0.5227272727272727,50,0.29069767441860467
4,2,eng,"The police continued to beat the slave, and meanwhile Devala, the peasant, approached the hotel, and to the great astonishment of all handed the lost purse to Pandou.",24,0.5454545454545454,51,0.29651162790697677
4,2,eng,"The slave was quickly delivered from the hands of his executioners, but, angered against his master, he fled to the mountains and joined a band of brigands.",25,0.5681818181818182,52,0.3023255813953488
4,2,eng,"Malmek, learning in turn that the peasant could sell him rice, and of the best quality, hastened to purchase the entire wagon-load, paying him a triple price; and Pandou, happy to have found his money, hastened to the convent to demand of the monk the explanation promised him.",26,0.5909090909090909,53,0.3081395348837209
4,2,eng,"Narada the Monk said to him: ""I would have given you the explanation which you desired, but knowing that you are incapable of comprehending the truth, I prefer to say nothing to you except to give this counsel: Treat every man whom you meet as you would be treated yourself ; serve him as you would wish to be served; thus you will sow the seed of good actions and the harvest will profit you, also.""",27,0.6136363636363636,54,0.313953488372093
4,2,eng,"""O monk; give me the explanation,"" said Pandou, ""and it will be more easy to follow your counsel.""",28,0.6363636363636364,55,0.31976744186046513
4,2,eng,"""Very well, then listen,"" replied the monk.",29,0.6590909090909091,56,0.32558139534883723
4,2,eng,"""I will give you the key to the mystery: if you cannot penetrate it, believe that which I tell you.",30,0.6818181818181818,57,0.3313953488372093
4,2,eng,"To consider one's self an isolated being is an illusion, and he who directs all his thoughts to accomplish the will of that isolated being follows a false route which will conduct him into the abyss of sin.",31,0.7045454545454546,58,0.3372093023255814
4,2,eng,"If we consider ourselves as isolated beings, it is because the veil of Maya blinds our eyes, preventing us from seeing the indissoluble ties which bind us to our neighbors, and from finding our communion with the souls of other beings.",32,0.7272727272727273,59,0.3430232558139535
4,2,eng,Few men know this truth.,33,0.75,60,0.3488372093023256
4,2,eng,"May the following maxims be your talisman: 'He who harms others, harms himself.'",34,0.7727272727272727,61,0.3546511627906977
4,2,eng,"'He who aids others, does good to himself.'",35,0.7954545454545454,62,0.36046511627906974
4,2,eng,"'Cease to consider yourself an isolated being, and you will find the road to the truth.'",36,0.8181818181818182,63,0.36627906976744184
4,2,eng,"For him whose sight is obscured by the veil of Maya the world seems divided into innumerable individualities, and sucha man cannot understand the extent of universal love for every living creature.""",37,0.8409090909090909,64,0.37209302325581395
4,2,eng,"Pandou replied: 'Your words have a profound signification, and I will remember them.",38,0.8636363636363636,65,0.37790697674418605
4,2,eng,"I have extended a little courtesy, which cost me nothing, to a poor monk during his journey to Benares, and behold the blessed results which have come to me.",39,0.8863636363636364,66,0.38372093023255816
4,2,eng,"I owe you much, for without you, not only should I have lost my purse, but it would have been impossible to negotiate at Benares the affairs which have notably increased my fortune.",40,0.9090909090909091,67,0.38953488372093026
4,2,eng,"Besides, it is due to you that the wagon of rice arrived in time to save my friend Malmek.",41,0.9318181818181818,68,0.3953488372093023
4,2,eng,"If all men understood the truth of your precepts, how much better would be our world!",42,0.9545454545454546,69,0.4011627906976744
4,2,eng,how much evil actions would be diminished and universal happiness promoted!,43,0.9772727272727273,70,0.4069767441860465
4,2,eng,"I would that the truths of Buddha might be understood by all; for this reason, I wish to found a convent in my country of Kolshambi, and I pray you to aid me in establishing there a retreat for the fraternity of the disciples of Buddha.""",44,1,71,0.4127906976744186
4,3,eng,Years have passed.,1,0.021739130434782608,72,0.4186046511627907
4,3,eng,"The convent of Kolshambi, founded by Pandou, the jeweller, has become a point where sages meet, and is celebrated as the important centre of science and scientific studies.",2,0.043478260869565216,73,0.42441860465116277
4,3,eng,"One day the king of an adjacent country, having heard of the perfection of the jewelry fabricated by Pandou, sent to him his treasurer to order a crown of massive gold, enriched with the most costly stones of India.",3,0.06521739130434782,74,0.43023255813953487
4,3,eng,"When Pandou had achieved the task, he set out for the capital of the king, and in the hope of securing further business, he took with him a 'great quantity of gold.",4,0.08695652173913043,75,0.436046511627907
4,3,eng,The caravan which bore these riches was accompanied by armed men.,5,0.10869565217391304,76,0.4418604651162791
4,3,eng,"Nevertheless, when it arrived in the mountainous region, a band of brigands under Madagouta, their chief, attacked the caravan, massacred the escort, and took possession of the treasures.",6,0.13043478260869565,77,0.4476744186046512
4,3,eng,Pandou himself escaped only by the merest chance.,7,0.15217391304347827,78,0.45348837209302323
4,3,eng,This loss made an enormous breach in the fortune of the jeweller.,8,0.17391304347826086,79,0.45930232558139533
4,3,eng,"He was much affected thereby, but supported his misfortune with resignation.",9,0.1956521739130435,80,0.46511627906976744
4,3,eng,"""I have merited this trial,"" he thought, ""by the sins of my past life.",10,0.21739130434782608,81,0.47093023255813954
4,3,eng,"In my youth I was hard upon the people, and I should not complain at reaping to-day the fruit of my bad actions.""",11,0.2391304347826087,82,0.47674418604651164
