story,lang,sentences,sentence_num
4,eng,"And I do not deceive myself in saying that to-day you would do to the Brahmin that which he has done to you, if you were in his place, and if you had a slave as strong as his.""",27
4,eng,"The rice was soon collected and placed in the wagon, and the monk and the peasant went on their way to Benares.",28
4,eng,They were not far from the city when the horse shied.,29
4,eng,"""A serpent!",30
4,eng,"a serpent!""",31
4,eng,cried out the peasant.,32
4,eng,"The monk looked attentively at the object which had frightened the horse, left the wagon and picked up a purse filled with gold.",33
4,eng,"""This purse can only have been lost by the rich jeweller,"" thought he, and he gave it to the peasant, saying: ""Take this purse, and when you have come to Benares, go to the hotel which I will show you, and give him his money.",34
4,eng,"Pandou will beg you to excuse the rude action which he committed against you, and you will say to him that you have pardoned him, and that you wish him success in all his enterprises; for, believe me, the greater his success, the better it will be for you.",35
4,eng,"Your destiny depends in many ways upon his.""",36
4,eng,"Meanwhile Pandou arrived at Benares and met the rich banker, Malmek, with whom he had business relations.",37
4,eng,"""I am lost,"" said Malmek to him, ""if I cannot purchase a wagon-load of the best rice for the royal cuisine.",38
4,eng,"There is at Benares a banker, my implacable enemy, who, having learned that I had made a contract to deliver this morning to the royal major-domo a wagon-load of rice, purchased all there was of the article in the market.",39
4,eng,"The major-domo will not free me from my engagement, and I am lost if Krichna does not send me an angel from heaven to my aid.""",40
4,eng,"Whilst Malmek was recounting his mis fortune, Pandou perceived that he had lost his purse.",41
4,eng,"After having searched the vehicle in vain in quest of it, he decided that his slave Madagouta had taken it.",42
4,eng,He called the police and charged the slave with the theft.,43
4,eng,"Thereupon Madagouta was seized, bound, and tortured, in order to extract from him a confession.",44
4,eng,"""I am not guilty, let me go,"" cried the poor slave.",45
4,eng,"""I cannot support such torture!",46
4,eng,"I am innocent, and suffer for the crime of others.",47
4,eng,Oh!,48
4,eng,if I could obtain the pardon of the peasant upon whom I inflicted so much trouble in order to please my master!,49
4,eng,"This is indeed the just punishment of my cruelty.""",50
4,eng,"The police continued to beat the slave, and meanwhile Devala, the peasant, approached the hotel, and to the great astonishment of all handed the lost purse to Pandou.",51
4,eng,"The slave was quickly delivered from the hands of his executioners, but, angered against his master, he fled to the mountains and joined a band of brigands.",52
4,eng,"Malmek, learning in turn that the peasant could sell him rice, and of the best quality, hastened to purchase the entire wagon-load, paying him a triple price; and Pandou, happy to have found his money, hastened to the convent to demand of the monk the explanation promised him.",53
4,eng,"Narada the Monk said to him: ""I would have given you the explanation which you desired, but knowing that you are incapable of comprehending the truth, I prefer to say nothing to you except to give this counsel: Treat every man whom you meet as you would be treated yourself ; serve him as you would wish to be served; thus you will sow the seed of good actions and the harvest will profit you, also.""",54
4,eng,"""O monk; give me the explanation,"" said Pandou, ""and it will be more easy to follow your counsel.""",55
4,eng,"""Very well, then listen,"" replied the monk.",56
4,eng,"""I will give you the key to the mystery: if you cannot penetrate it, believe that which I tell you.",57
4,eng,"To consider one's self an isolated being is an illusion, and he who directs all his thoughts to accomplish the will of that isolated being follows a false route which will conduct him into the abyss of sin.",58
4,eng,"If we consider ourselves as isolated beings, it is because the veil of Maya blinds our eyes, preventing us from seeing the indissoluble ties which bind us to our neighbors, and from finding our communion with the souls of other beings.",59
4,eng,Few men know this truth.,60
4,eng,"May the following maxims be your talisman: 'He who harms others, harms himself.'",61
4,eng,"'He who aids others, does good to himself.'",62
4,eng,"'Cease to consider yourself an isolated being, and you will find the road to the truth.'",63
4,eng,"For him whose sight is obscured by the veil of Maya the world seems divided into innumerable individualities, and sucha man cannot understand the extent of universal love for every living creature.""",64
4,eng,"Pandou replied: 'Your words have a profound signification, and I will remember them.",65
4,eng,"I have extended a little courtesy, which cost me nothing, to a poor monk during his journey to Benares, and behold the blessed results which have come to me.",66
4,eng,"I owe you much, for without you, not only should I have lost my purse, but it would have been impossible to negotiate at Benares the affairs which have notably increased my fortune.",67
4,eng,"Besides, it is due to you that the wagon of rice arrived in time to save my friend Malmek.",68
4,eng,"If all men understood the truth of your precepts, how much better would be our world!",69
4,eng,how much evil actions would be diminished and universal happiness promoted!,70
4,eng,"I would that the truths of Buddha might be understood by all; for this reason, I wish to found a convent in my country of Kolshambi, and I pray you to aid me in establishing there a retreat for the fraternity of the disciples of Buddha.""",71
4,eng,Years have passed.,72
4,eng,"The convent of Kolshambi, founded by Pandou, the jeweller, has become a point where sages meet, and is celebrated as the important centre of science and scientific studies.",73
4,eng,"One day the king of an adjacent country, having heard of the perfection of the jewelry fabricated by Pandou, sent to him his treasurer to order a crown of massive gold, enriched with the most costly stones of India.",74
4,eng,"When Pandou had achieved the task, he set out for the capital of the king, and in the hope of securing further business, he took with him a 'great quantity of gold.",75
4,eng,The caravan which bore these riches was accompanied by armed men.,76
4,eng,"Nevertheless, when it arrived in the mountainous region, a band of brigands under Madagouta, their chief, attacked the caravan, massacred the escort, and took possession of the treasures.",77
4,eng,Pandou himself escaped only by the merest chance.,78
4,eng,This loss made an enormous breach in the fortune of the jeweller.,79
4,eng,"He was much affected thereby, but supported his misfortune with resignation.",80
4,eng,"""I have merited this trial,"" he thought, ""by the sins of my past life.",81
4,eng,"In my youth I was hard upon the people, and I should not complain at reaping to-day the fruit of my bad actions.""",82
4,eng,"Now Pandou had become more kindly disposed towards his fellow-creatures, and his misfortunes only accomplished the purification of his heart.",83
4,eng,"Years again went by, and it came to pass that Pantaka, a young monk a disciple of Narada while traveling in the mountains of Kolshambi, fell into the hands of brigands.",84
4,eng,"As he possessed nothing, the chief of the brigands released him after having caused him to be beaten.",85
4,eng,"The following morning, Pantaka, in passing through the forest heard the noise of a conflict.",86
4,eng,"He went in the direction of the combatants and beheld a large number of brigands, who were madly attacking their chief, Madagouta.",87
4,eng,"As a lion surrounded by dogs, the latter held his own, and had already killed several.",88
4,eng,"But they were too numerous, and finally Madagouta was vanquished and fell covered with wounds.",89
4,eng,"As soon as the brigands had gone, the young monk approached the wounded men, in order to give them aid; but all were dead.",90
4,eng,Madagouta alone showed signs of life.,91
4,eng,"The monk ran quickly to a little stream which ran by, filled his cruche with water, and carried it to the dying man.",92
4,eng,"Madagouta opened his eyes and said, whilst gritting his teeth: ""Where are the ungrateful dogs whom I have led so many times to the chase?",93
4,eng,"Without me they will soon be lost like jackals tracked by hunters.""",94
4,eng,"""Think no more of your companions, the accomplices of your criminal life,"" said Pantaka.",95
4,eng,"'Think rather of your last hour, of the salvation of your soul.",96
4,eng,"Drink this water, and let me dress your wounds; perhaps I may still save your life.""",97
4,eng,"""It is useless,"" replied Madagouta, ""I am lost the miserable wretches have wounded me unto death.",98
4,eng,Oh!,99
4,eng,the cowards!,100
4,eng,Oh!,101
4,eng,the ungrateful dogs!,102
4,eng,"They have stricken me down with the blows which I myself have taught them.""",103
4,eng,"""You reap that which you have sown.",104
4,eng,"Had you taught the good to your companions, good you would have received.",105
4,eng,"You taught them to murder, and thus you have been killed by their hands.""",106
4,eng,"""You are right,"" replied the brigand chief.",107
4,eng,"""I have merited my fate, but it must be terrible, if it is necessary to reap in the life to come the fruit of all my bad actions!",108
4,eng,"Teach me then, O holy man, that which I should do in order to lighten the weight of sins which oppress my breast like unto a rock.""",109
4,eng,"""Pluck from your heart your desires of vengeance; stifle your wicked passions, and fill your soul with love of all your fellowmen.""",110
4,eng,"""I have done much evil and no good.",111
4,eng,"How may I escape this net of woe which I have woven for myself, of my own wicked instincts?",112
4,eng,"My Karma will conduct me to hell, for I can never find the way of salvation.""",113
4,eng,"""Yes, it is true,"" said the monk.",114
4,eng,"""Your Karma will gather in your future incarnation the fruit of the grains which you have sown.",115
4,eng,He who has committed bad actions cannot avoid the consequences.,116
4,eng,But do not despair; every man can be saved upon condition that he make the sacrifice of his own individuality.,117
4,eng,"For example, I will recount to you the story of a celebrated brigand, Kandata, who died impenitent, and who was born again a demon in hell, where he endured the most horrible sufferings.",118
4,eng,"He had been there for many years, unable to escape from his unhappy fate, when Buddha appeared upon the earth.",119
4,eng,"At that memorable period, a ray of light penetrated as far as hell, and created hope in the breast of all the demons.",120
4,eng,"'O blessed Buddha, have pity upon me!'",121
4,eng,cried the brigand Kandata.,122
4,eng,"'I suffer horribly, and though I have committed evil I desire to walk now in the path of justice.",123
4,eng,But I cannot deliver myself from the net of pain which holds me.,124
4,eng,"Aid me, Master, have pity upon me!'",125
4,eng,The law of Karma reads that bad actions lead to destruction.,126
4,eng,"When Buddha heard the prayer of the demon suffering in hell he sent to him a spider upon his web, and the spider said to him: 'Take hold of my web and come out of hell.'",127
4,eng,"When the spider had disappeared, Kandata seized the thread and commenced to climb.",128
4,eng,"The thread was solid and did not break, so that the demon climbed higher and higher.",129
4,eng,Suddenly he felt the thread commence to tremble and swing.,130
4,eng,It was because other wretched demons were climbing behind him.,131
4,eng,Kandata was much frightened.,132
4,eng,"He saw how thin was the thread, and he perceived that it grew still thinner by reason of the increased weight.",133
4,eng,"However, Kandata held on.",134
4,eng,"Up to that time he had only looked upwards; now he looked below and saw an innumerable crowd of the inhabitants of hell, who followed him.",135
4,eng,'How may a thread so thin support the weight of all these people?',136
4,eng,"thought he, and frightened he cried out, 'Let go the thread, it is mine.""",137
4,eng,"""Suddenly the thread broke and Kandata fell backwards into hell.",138
4,eng,The erroneous sentiment of individuality was still alive in him.,139
4,eng,He did not know what marvellous force a sincere tendency has to mount upwards and to walk in the way of justice.,140
4,eng,"That tendency is as light as a spider's thread, but it can hold up millions of men; and the more it holds, the lighter it will appear.",141
4,eng,"But just as soon as there is born in the heart of man the thought that the thread as his own, that the blessing of justice belongs to him alone, and that no one may share it with him, the thread breaks, and man falls backward into his former position of isolated individuality.",142
4,eng,"Now, isolation is a malediction and union is a benediction.",143
4,eng,What is hell?,144
4,eng,"It is nothing else than the love of self, whilst Nirvana is life in common.""",145
4,eng,"""Cause me then to seize the spider's thread,"" said the dying Madagouta, when the monk had finished his recital.",146
4,eng,"Madagouta remained some moments in silence as if to collect his thoughts, and then said: ""Listen to me attentively.",147
4,eng,I wish to avow everything.,148
4,eng,"I was the slave of Pandou, jeweller of Kolshambi.",149
4,eng,"But after he had unjustly tortured me, I fled, and became the chief of brigands.",150
4,eng,Some time ago I learned by my scouts that he would cross the mountains.,151
4,eng,I surprised him and took from him the greater part of his fortune.,152
4,eng,"Go and tell him that I forgive him, with all my heart, the evil which he has unjustly done me, and that I beg him to forgive me for having robbed him.",153
4,eng,"When I was in his service his heart was as hard as stone, and it was from him I learned to think only of self.",154
4,eng,I have heard that he has become a better man and that he is now cited as a model of goodness and of justice.,155
4,eng,I do not wish to remain his debtor; therefore I pray you to say to him that I have preserved buried in a subterranean hiding-place the crown of gold which he made for the king; also all of his treasure.,156
4,eng,Only two brigands knew of this hiding place and the two were killed to-day.,157
4,eng,"Let Pandou accompanied by armed men come and take possession of the goods which I have taken from him.""",158
4,eng,"And Madagouta died in the arms of Pantaka, after having indicated to him where he could find the hidden treasure.",159
4,eng,"The young monk then hastened to Kolshambi, where he found the jeweller and told him of what had taken place in the forest.",160
4,eng,Pandou discovered the hiding-place and recovered all the riches which the chief of the brigands had hidden there.,161
4,eng,"He caused Madagouta and the slain brigands to be buried; and Pantaka, commentating over their graves upon the words of Buddha, said : "" Individuality causes evil, and it is individuality which suffers.""",162
4,eng,"""Individuality avoids evil and individuality purifies itself.""",163
4,eng,"""Purity and impurity belong to individuality; no one can purify another.",164
4,eng,"Man himself should make the effort; the Buddhas are only the educators.""",165
4,eng,"Pandou took back to Kolshambi all his riches; and in the enjoyment, with moderation, of his recovered fortune he passed the rest of his life in calmness and happiness.",166
4,eng,"When, at an advanced age, he was about to die, he collected around him his children.and grand-children, and said to them : ""My dear children, do not accuse others of your want of success; seek the cause of your misfortunes in yourselves, and if you are not blinded by vanity, you will find it, and you will learn thus to avoid the evil.",167
4,eng,The remedy of your misfortunes is in yourselves.,168
4,eng,Never let the regard of your conscience be veiled by the veil of Maya.,169
4,eng,Remember the words which were the talisman of my life: 'He who causes his neighbor to suffer works ill to himself.',170
4,eng,"'He who aids others, aids himself.'",171
4,eng,"'Let the error of individuality disappear, and you will then walk in the path of justice.'""",172
