sliding.sentences,story,lang,sentence_num,prop_num
"vie est dans l'abnégation de son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui,",3,fre,80,0.0239736290080911
"est dans l'abnégation de son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans",3,fre,81,0.02427329937069224
"dans l'abnégation de son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union",3,fre,82,0.024572969733293377
"l'abnégation de son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre",3,fre,83,0.024872640095894516
"de son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux.",3,fre,84,0.025172310458495654
"son individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en",3,fre,85,0.025471980821096793
"individualité et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne",3,fre,86,0.02577165118369793
"et le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui",3,fre,87,0.02607132154629907
"le bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la",3,fre,88,0.02637099190890021
"bonheur des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première",3,fre,89,0.026670662271501347
"des hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie.",3,fre,90,0.02697033263410249
"hommes est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---",3,fre,91,0.027270002996703627
"est seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							--- ",3,fre,92,0.027569673359304766
"seulement dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou,",3,fre,93,0.027869343721905904
"dans l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un",3,fre,94,0.028169014084507043
"l'union avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche",3,fre,95,0.02846868444710818
"avec Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier",3,fre,96,0.02876835480970932
"Dieu et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de",3,fre,97,0.02906802517231046
"et, par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la",3,fre,98,0.029367695534911597
"par lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste",3,fre,99,0.029667365897512735
"lui, dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique",3,fre,100,0.029967036260113874
"dans l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se",3,fre,101,0.030266706622715012
"l'union entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait,",3,fre,102,0.03056637698531615
"entre eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné",3,fre,103,0.03086604734791729
"eux. J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de",3,fre,104,0.03116571771051843
"J'en donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son",3,fre,105,0.03146538807311957
"donne aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique,",3,fre,106,0.03176505843572071
"aujourd'hui la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à",3,fre,107,0.03206472879832185
"la première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès.",3,fre,108,0.032364399160922985
"première partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant",3,fre,109,0.032664069523524124
"partie. 							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré",3,fre,110,0.03296373988612526
"							---  Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur",3,fre,111,0.0332634102487264
" Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la",3,fre,112,0.03356308061132754
"Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route",3,fre,113,0.03386275097392868
"un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un",3,fre,114,0.034162421336529816
"riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine",3,fre,115,0.034462091699130955
"joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à",3,fre,116,0.03476176206173209
"de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect",3,fre,117,0.03506143242433323
"la caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable",3,fre,118,0.03536110278693437
"caste brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui",3,fre,119,0.03566077314953551
"brahmanique se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait",3,fre,120,0.03596044351213665
"se rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans",3,fre,121,0.036260113874737786
"rendait, accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la",3,fre,122,0.036559784237338924
"accompagné de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même",3,fre,123,0.03685945459994006
"de son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction,",3,fre,124,0.0371591249625412
"son domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il",3,fre,125,0.03745879532514235
"domestique, à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le",3,fre,126,0.037758465687743485
"à Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria",3,fre,127,0.038058136050344624
"Bénarès. Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de",3,fre,128,0.03835780641294576
"Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre",3,fre,129,0.0386574767755469
"rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place",3,fre,130,0.03895714713814804
"sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à",3,fre,131,0.03925681750074918
"la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté",3,fre,132,0.039556487863350316
"route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de",3,fre,133,0.039856158225951455
"un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui.",3,fre,134,0.04015582858855259
"moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui. ",3,fre,135,0.04045549895115373
"à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui.  —",3,fre,136,0.04075516931375487
"l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui.  — Je",3,fre,137,0.04105483967635601
"vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui.  — Je vous",3,fre,138,0.04135451003895715
"qui marchait dans la même direction, il le pria de prendre place à côté de lui.  — Je vous remercie",3,fre,139,0.041654180401558286
"marchait dans la même direction, il le pria de prendre place à côté de lui.  — Je vous remercie pour",3,fre,140,0.041953850764159424
"dans la même direction, il le pria de prendre place à côté de lui.  — Je vous remercie pour votre",3,fre,141,0.04225352112676056
"la même direction, il le pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté,",3,fre,142,0.0425531914893617
"même direction, il le pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit",3,fre,143,0.04285286185196284
"direction, il le pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le",3,fre,144,0.04315253221456398
"il le pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine,",3,fre,145,0.04345220257716512
"le pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car",3,fre,146,0.043751872939766255
"pria de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je",3,fre,147,0.044051543302367394
"de prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis",3,fre,148,0.04435121366496853
"prendre place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien",3,fre,149,0.04465088402756967
"place à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué.",3,fre,150,0.04495055439017081
"à côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant,",3,fre,151,0.04525022475277195
"côté de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme",3,fre,152,0.04554989511537309
"de lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je",3,fre,153,0.04584956547797423
"lui.  — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne",3,fre,154,0.04614923584057537
" — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède",3,fre,155,0.04644890620317651
"— Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien",3,fre,156,0.04674857656577765
"Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et",3,fre,157,0.047048246928378785
"vous remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne",3,fre,158,0.047347917290979924
"remercie pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis",3,fre,159,0.04764758765358106
"pour votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous",3,fre,160,0.0479472580161822
"votre bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer",3,fre,161,0.04824692837878334
"bonté, dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien",3,fre,162,0.04854659874138448
"dit le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en",3,fre,163,0.048846269103985616
"le moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour,",3,fre,164,0.049145939466586755
"moine, car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je",3,fre,165,0.04944560982918789
"car je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous",3,fre,166,0.04974528019178903
"je suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai,",3,fre,167,0.05004495055439017
"suis bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en",3,fre,168,0.05034462091699131
"bien fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas",3,fre,169,0.05064429127959245
"fatigué. Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de",3,fre,170,0.050943961642193586
"Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin,",3,fre,171,0.051243632004794724
"comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques",3,fre,172,0.05154330236739586
"je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors",3,fre,173,0.051842972729997
"ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels",3,fre,174,0.05214264309259814
"possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que",3,fre,175,0.05244231345519928
"rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai",3,fre,176,0.05274198381780042
"et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis",3,fre,177,0.053041654180401555
"ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en",3,fre,178,0.053341324543002694
"puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant",3,fre,179,0.05364099490560383
"vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la",3,fre,180,0.05394066526820498
"payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine",3,fre,181,0.054240335630806116
"rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de",3,fre,182,0.054540005993407255
"en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni,",3,fre,183,0.05483967635600839
"retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le",3,fre,184,0.05513934671860953
"je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux",3,fre,185,0.05543901708121067
"vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha,",3,fre,186,0.05573868744381181
"offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître",3,fre,187,0.05603835780641295
"en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de",3,fre,188,0.056338028169014086
"cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!",3,fre,189,0.056637698531615224
"de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité! ",3,fre,190,0.05693736889421636
"besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils",3,fre,191,0.0572370392568175
"quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent",3,fre,192,0.05753670961941864
"trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc",3,fre,193,0.05783637998201978
"spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route",3,fre,194,0.05813605034462092
"que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble,",3,fre,195,0.058435720707222055
"j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et",3,fre,196,0.058735391069823194
"acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou",3,fre,197,0.05903506143242433
"en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait",3,fre,198,0.05933473179502547
"suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec",3,fre,199,0.05963440215762661
"la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir",3,fre,200,0.05993407252022775
"doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les",3,fre,201,0.060233742882828886
"de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages",3,fre,202,0.060533413245430025
"Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles",3,fre,203,0.06083308360803116
"le bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de",3,fre,204,0.0611327539706323
"bienheureux Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.",3,fre,205,0.06143242433323344
"Bouddha, grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada. ",3,fre,206,0.06173209469583458
"grand-maître de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une",3,fre,207,0.062031765058435724
"de l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure",3,fre,208,0.06233143542103686
"l'humanité!  Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après,",3,fre,209,0.062631105783638
" Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés",3,fre,210,0.06293077614623914
"Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à",3,fre,211,0.06323044650884027
"firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit",3,fre,212,0.06353011687144142
"donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où",3,fre,213,0.06382978723404255
"route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le",3,fre,214,0.0641294575966437
"ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin",3,fre,215,0.06442912795924483
"et Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était",3,fre,216,0.06472879832184597
"Pandou écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé",3,fre,217,0.0650284686844471
"écoutait avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des",3,fre,218,0.06532813904704825
"avec plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux",3,fre,219,0.06562780940964938
"plaisir les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés,",3,fre,220,0.06592747977225052
"les sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils",3,fre,221,0.06622715013485167
"sages paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent",3,fre,222,0.0665268204974528
"paroles de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une",3,fre,223,0.06682649086005395
"de Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette",3,fre,224,0.06712616122265508
"Narada.  Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de",3,fre,225,0.06742583158525622
" Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan",3,fre,226,0.06772550194785736
"Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui,",3,fre,227,0.0680251723104585
"heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec",3,fre,228,0.06832484267305963
"après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une",3,fre,229,0.06862451303566078
"arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue",3,fre,230,0.06892418339826191
"à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée,",3,fre,231,0.06922385376086305
"l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait",3,fre,232,0.06952352412346419
"où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur",3,fre,233,0.06982319448606533
"le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le",3,fre,234,0.07012286484866646
"chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc",3,fre,235,0.07042253521126761
"était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et",3,fre,236,0.07072220557386874
"inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait",3,fre,237,0.07102187593646989
"des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la",3,fre,238,0.07132154629907102
"deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.",3,fre,239,0.07162121666167216
"côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie. ",3,fre,240,0.0719208870242733
"ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala,",3,fre,241,0.07222055738687444
"aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le",3,fre,242,0.07252022774947557
"une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire",3,fre,243,0.07281989811207672
"charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de",3,fre,244,0.07311956847467785
"de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la",3,fre,245,0.073419238837279
"pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette,",3,fre,246,0.07371890919988013
"qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait",3,fre,247,0.07401857956248127
"avec une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à",3,fre,248,0.0743182499250824
"une roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès",3,fre,249,0.07461792028768355
"roue brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour",3,fre,250,0.0749175906502847
"brisée, gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y",3,fre,251,0.07521726101288582
"gisait sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre",3,fre,252,0.07551693137548697
"sur le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son",3,fre,253,0.0758166017380881
"le flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz",3,fre,254,0.07611627210068925
"flanc et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et",3,fre,255,0.07641594246329038
"et obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il",3,fre,256,0.07671561282589152
"obstruait la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était",3,fre,257,0.07701528318849266
"la voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé",3,fre,258,0.0773149535510938
"voie.  Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour",3,fre,259,0.07761462391369493
" Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y",3,fre,260,0.07791429427629608
"Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver",3,fre,261,0.07821396463889721
"le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant",3,fre,262,0.07851363500149836
"propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube.",3,fre,263,0.07881330536409949
"de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il",3,fre,264,0.07911297572670063
"la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait",3,fre,265,0.07941264608930176
"charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un",3,fre,266,0.07971231645190291
allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour,3,fre,267,0.08001198681450404
à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en,3,fre,268,0.08031165717710519
"Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard,",3,fre,269,0.08061132753970632
"pour y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les",3,fre,270,0.08091099790230746
"y vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs,",3,fre,271,0.0812106682649086
"vendre son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant",3,fre,272,0.08151033862750974
"son riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà",3,fre,273,0.08181000899011087
"riz et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés,",3,fre,274,0.08210967935271202
"et il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient",3,fre,275,0.08240934971531315
"il s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être",3,fre,276,0.0827090200779143
"s'était pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.",3,fre,277,0.08300869044051544
"pressé pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis. ",3,fre,278,0.08330836080311657
"pour y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le",3,fre,279,0.08360803116571772
"y arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier",3,fre,280,0.08390770152831885
"arriver avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant",3,fre,281,0.08420737189092
